CO_REGSAUD;DS_NOME;Taxa de Mortalidade Infantil - 2000;Taxa de Mortalidade Infantil - 2010;Taxa de Mortalidade Infantil - 2012;Taxa de Mortalidade Infantil - 2013
55;Brasil;21,27;13,93;13,46;13,42
 ;;;;;
